Divipola,Departamento,Municipio,Numerador,Denominador,ValorIndicador,Anio
97000,Vaupés,Vaupés,1,685,145.99,2011
25214,Cundinamarca,Cota,2,318,628.93,2011
76041,Valle del Cauca,Ansermanuevo,0,262,0.00,2011
23500,Córdoba ,Moñitos,0,393,0.00,2011
20400,Cesar,La Jagua de Ibirico,0,636,0.00,2011
8685,Atlántico,Santo Tomás,0,326,0.00,2011
73449,Tolima,Melgar,0,636,0.00,2011
5591,Antioquia,Puerto Triunfo,0,226,0.00,2011
5079,Antioquia,Barbosa,0,447,0.00,2011
13873,Bolívar,Villanueva,0,297,0.00,2011
5093,Antioquia,Betulia,1,289,346.02,2011
70717,Sucre,San Pedro,0,319,0.00,2011
13744,Bolívar,Simití,0,302,0.00,2011
18247,Caquetá,El Doncello,0,318,0.00,2011
19743,Cauca,Silvia,2,371,539.08,2011
8606,Atlántico,Repelón,0,315,0.00,2011
47570,Magdalena,Puebloviejo,0,405,0.00,2011
17013,Caldas,Aguadas,0,239,0.00,2011
63190,Quindio,Circasia,0,303,0.00,2011
5679,Antioquia,Santa Bárbara,0,273,0.00,2011
19256,Cauca,El Tambo,0,554,0.00,2011
73217,Tolima,Coyaima,0,389,0.00,2011
23672,Córdoba ,San Antero,3,483,621.12,2011
41359,Huila,Isnos,0,449,0.00,2011
86568,Putumayo,Puerto Asís,1,1062,94.16,2011
66594,Risaralda,Quinchía,0,399,0.00,2011
86573,Putumayo,Leguízamo,3,416,721.15,2011
52227,Nariño,Cumbal,2,372,537.63,2011
52678,Nariño,Samaniego,0,364,0.00,2011
20621,Cesar,La Paz,0,433,0.00,2011
25430,Cundinamarca,Madrid,2,1177,169.92,2011
68615,Santander,Rionegro,0,288,0.00,2011
76318,Valle del Cauca,Guacarí,0,330,0.00,2011
54261,Norte de Santander,El Zulia,0,372,0.00,2011
76400,Valle del Cauca,La Unión,0,357,0.00,2011
13468,Bolívar,Mompós,1,780,128.21,2011
5250,Antioquia,El Bagre,3,1100,272.73,2011
23580,Córdoba ,Puerto Libertador,1,739,135.32,2011
15516,Boyacá,Paipa,0,418,0.00,2011
47053,Magdalena,Aracataca,2,567,352.73,2011
76130,Valle del Cauca,Candelaria,0,976,0.00,2011
99000,Vichada,Vichada,2,875,228.57,2011
23855,Córdoba ,Valencia,1,506,197.63,2011
76111,Valle del Cauca,Guadalajara de Buga,1,1637,61.09,2011
17873,Caldas,Villamaría,0,544,0.00,2011
23189,Córdoba ,Ciénaga de Oro,1,752,132.98,2011
73168,Tolima,Chaparral,0,972,0.00,2011
52838,Nariño,Túquerres,0,512,0.00,2011
8638,Atlántico,Sabanalarga,1,1458,68.59,2011
41006,Huila,Acevedo,1,642,155.76,2011
5440,Antioquia,Marinilla,0,575,0.00,2011
25126,Cundinamarca,Cajicá,0,765,0.00,2011
5212,Antioquia,Copacabana,0,665,0.00,2011
54874,Norte de Santander,Villa del Rosario,0,913,0.00,2011
88001,Archipiélago de San Andrés,San Andrés,2,810,246.91,2011
88000,Archipiélago de San Andrés,"Archipiélago de San Andrés, Providencia y Santa Catalina",2,868,230.41,2011
23466,Córdoba ,Montelíbano,0,1484,0.00,2011
15759,Boyacá,Sogamoso,0,1815,0.00,2011
23162,Córdoba ,Cereté,1,1310,76.34,2011
25473,Cundinamarca,Mosquera,0,1248,0.00,2011
41396,Huila,La Plata,0,1233,0.00,2011
17001,Caldas,Manizales,4,3664,109.17,2011
13244,Bolívar,El Carmen de Bolívar,1,1517,65.92,2011
70215,Sucre,Corozal,0,1065,0.00,2011
25899,Cundinamarca,Zipaquirá,0,1709,0.00,2011
25290,Cundinamarca,Fusagasugá,1,1623,61.61,2011
68547,Santander,Piedecuesta,0,1786,0.00,2011
23660,Córdoba ,Sahagún,2,1736,115.21,2011
20011,Cesar,Aguachica,3,1889,158.81,2011
68307,Santander,Girón,1,2132,46.90,2011
85001,Casanare,Yopal,0,2902,0.00,2011
68276,Santander,Floridablanca,0,3803,0.00,2011
5002,Antioquia,Abejorral,0,253,0.00,2011
5004,Antioquia,Abriaquí,0,30,0.00,2011
5021,Antioquia,Alejandría,0,53,0.00,2011
5030,Antioquia,Amagá,0,275,0.00,2011
5031,Antioquia,Amalfi,1,401,249.38,2011
5034,Antioquia,Andes,1,556,179.86,2011
5036,Antioquia,Angelópolis,0,63,0.00,2011
5040,Antioquia,Anorí,0,287,0.00,2011
5044,Antioquia,Anza,0,101,0.00,2011
5055,Antioquia,Argelia,1,130,769.23,2011
5059,Antioquia,Armenia,0,46,0.00,2011
5086,Antioquia,Belmira,0,77,0.00,2011
5091,Antioquia,Betania,0,112,0.00,2011
5107,Antioquia,Briceño,0,149,0.00,2011
5125,Antioquia,Caicedo,0,123,0.00,2011
5129,Antioquia,Caldas,0,748,0.00,2011
5134,Antioquia,Campamento,0,106,0.00,2011
5138,Antioquia,Cañasgordas,0,183,0.00,2011
5142,Antioquia,Caracolí,0,45,0.00,2011
5145,Antioquia,Caramanta,0,58,0.00,2011
5147,Antioquia,Carepa,2,992,201.61,2011
5148,Antioquia,El Carmen de Viboral,0,508,0.00,2011
5150,Antioquia,Carolina,0,28,0.00,2011
5197,Antioquia,Cocorná,0,201,0.00,2011
5206,Antioquia,Concepción,0,53,0.00,2011
5209,Antioquia,Concordia,0,268,0.00,2011
5237,Antioquia,Don Matías,0,224,0.00,2011
5264,Antioquia,Entrerrios,1,105,952.38,2011
5282,Antioquia,Fredonia,0,173,0.00,2011
5306,Antioquia,Giraldo,0,60,0.00,2011
5308,Antioquia,Girardota,0,401,0.00,2011
5310,Antioquia,Gómez Plata,0,85,0.00,2011
5313,Antioquia,Granada,0,119,0.00,2011
5315,Antioquia,Guadalupe,0,81,0.00,2011
5318,Antioquia,Guarne,0,360,0.00,2011
5321,Antioquia,Guatapé,0,56,0.00,2011
5347,Antioquia,Heliconia,0,54,0.00,2011
5353,Antioquia,Hispania,0,47,0.00,2011
5364,Antioquia,Jardín,0,154,0.00,2011
5368,Antioquia,Jericó,0,127,0.00,2011
5380,Antioquia,La Estrella,0,549,0.00,2011
5390,Antioquia,La Pintada,0,87,0.00,2011
5400,Antioquia,La Unión,1,288,347.22,2011
5411,Antioquia,Liborina,0,127,0.00,2011
5425,Antioquia,Maceo,0,120,0.00,2011
5467,Antioquia,Montebello,0,60,0.00,2011
5475,Antioquia,Murindó,0,69,0.00,2011
5483,Antioquia,Nariño,0,156,0.00,2011
5501,Antioquia,Olaya,0,27,0.00,2011
5541,Antioquia,Peñol,1,216,462.96,2011
5543,Antioquia,Peque,0,125,0.00,2011
5628,Antioquia,Sabanalarga,0,146,0.00,2011
5631,Antioquia,Sabaneta,1,453,220.75,2011
5647,Antioquia,San Andrés de Cuerquía,0,94,0.00,2011
5652,Antioquia,San Francisco,0,77,0.00,2011
5656,Antioquia,San Jerónimo,0,127,0.00,2011
5658,Antioquia,San José de La Montaña,0,45,0.00,2011
5659,Antioquia,San Juan de Urabá,0,515,0.00,2011
5660,Antioquia,San Luis,0,190,0.00,2011
5664,Antioquia,San Pedro,0,330,0.00,2011
5670,Antioquia,San Roque,1,260,384.62,2011
5686,Antioquia,Santa Rosa de Osos,1,471,212.31,2011
5690,Antioquia,Santo Domingo,0,102,0.00,2011
5697,Antioquia,El Santuario,0,444,0.00,2011
5756,Antioquia,Sonson,1,453,220.75,2011
5761,Antioquia,Sopetrán,1,145,689.66,2011
5790,Antioquia,Tarazá,0,560,0.00,2011
5792,Antioquia,Tarso,0,48,0.00,2011
5809,Antioquia,Titiribí,0,82,0.00,2011
5819,Antioquia,Toledo,0,88,0.00,2011
5847,Antioquia,Urrao,0,429,0.00,2011
5854,Antioquia,Valdivia,0,260,0.00,2011
5856,Antioquia,Valparaíso,0,60,0.00,2011
5858,Antioquia,Vegachí,0,212,0.00,2011
5861,Antioquia,Venecia,0,118,0.00,2011
5885,Antioquia,Yalí,0,86,0.00,2011
5887,Antioquia,Yarumal,0,690,0.00,2011
5890,Antioquia,Yolombó,0,227,0.00,2011
5893,Antioquia,Yondó,1,328,304.88,2011
8141,Atlántico,Candelaria,1,184,543.48,2011
8421,Atlántico,Luruaco,1,327,305.81,2011
8436,Atlántico,Manatí,1,163,613.50,2011
8520,Atlántico,Palmar de Varela,1,343,291.55,2011
8549,Atlántico,Piojó,0,39,0.00,2011
8560,Atlántico,Ponedera,1,250,400.00,2011
8573,Atlántico,Puerto Colombia,0,432,0.00,2011
8770,Atlántico,Suan,0,116,0.00,2011
8832,Atlántico,Tubará,0,132,0.00,2011
8849,Atlántico,Usiacurí,0,138,0.00,2011
13006,Bolívar,Achí,1,314,318.47,2011
13042,Bolívar,Arenal,0,222,0.00,2011
13140,Bolívar,Calamar,0,371,0.00,2011
13188,Bolívar,Cicuco,0,194,0.00,2011
13212,Bolívar,Córdoba,0,160,0.00,2011
13222,Bolívar,Clemencia,0,153,0.00,2011
13268,Bolívar,El Peñón,0,119,0.00,2011
13300,Bolívar,Hatillo de Loba,0,162,0.00,2011
13440,Bolívar,Margarita,0,102,0.00,2011
13458,Bolívar,Montecristo,0,119,0.00,2011
13549,Bolívar,Pinillos,1,270,370.37,2011
13580,Bolívar,Regidor,0,73,0.00,2011
13620,Bolívar,San Cristóbal,0,74,0.00,2011
13647,Bolívar,San Estanislao,0,198,0.00,2011
13650,Bolívar,San Fernando,0,81,0.00,2011
13657,Bolívar,San Juan Nepomuceno,0,434,0.00,2011
13683,Bolívar,Santa Rosa,0,301,0.00,2011
13760,Bolívar,Soplaviento,0,71,0.00,2011
13838,Bolívar,Turbaná,0,193,0.00,2011
15022,Boyacá,Almeida,0,35,0.00,2011
15051,Boyacá,Arcabuco,0,89,0.00,2011
15087,Boyacá,Belén,0,108,0.00,2011
15090,Boyacá,Berbeo,0,31,0.00,2011
15092,Boyacá,Betéitiva,0,18,0.00,2011
15097,Boyacá,Boavita,0,49,0.00,2011
15104,Boyacá,Boyacá,0,65,0.00,2011
15106,Boyacá,Briceño,0,22,0.00,2011
15109,Boyacá,Buenavista,0,57,0.00,2011
15114,Boyacá,Busbanzá,0,8,0.00,2011
15131,Boyacá,Caldas,0,45,0.00,2011
15135,Boyacá,Campohermoso,0,24,0.00,2011
15162,Boyacá,Cerinza,0,34,0.00,2011
15172,Boyacá,Chinavita,0,47,0.00,2011
15176,Boyacá,Chiquinquirá,0,951,0.00,2011
15180,Boyacá,Chiscas,0,68,0.00,2011
15185,Boyacá,Chitaraque,0,67,0.00,2011
15187,Boyacá,Chivatá,0,43,0.00,2011
15189,Boyacá,Ciénega,0,51,0.00,2011
15204,Boyacá,Cómbita,0,138,0.00,2011
15212,Boyacá,Coper,0,29,0.00,2011
15215,Boyacá,Corrales,0,41,0.00,2011
15218,Boyacá,Covarachía,0,33,0.00,2011
15224,Boyacá,Cucaita,0,70,0.00,2011
15226,Boyacá,Cuítiva,0,16,0.00,2011
15232,Boyacá,Chíquiza,0,71,0.00,2011
15236,Boyacá,Chivor,0,22,0.00,2011
15244,Boyacá,El Cocuy,0,75,0.00,2011
15248,Boyacá,El Espino,0,35,0.00,2011
15272,Boyacá,Firavitoba,0,66,0.00,2011
15276,Boyacá,Floresta,0,31,0.00,2011
15317,Boyacá,Guacamayas,0,9,0.00,2011
15322,Boyacá,Guateque,0,119,0.00,2011
15325,Boyacá,Guayatá,0,27,0.00,2011
15332,Boyacá,Güicán,1,45,2222.22,2011
15362,Boyacá,Iza,0,31,0.00,2011
15367,Boyacá,Jenesano,0,76,0.00,2011
15368,Boyacá,Jericó,0,63,0.00,2011
15377,Boyacá,Labranzagrande,0,43,0.00,2011
15380,Boyacá,La Capilla,0,22,0.00,2011
15401,Boyacá,La Victoria,0,10,0.00,2011
15403,Boyacá,La Uvita,0,38,0.00,2011
15407,Boyacá,Villa de Leyva,1,168,595.24,2011
15425,Boyacá,Macanal,0,41,0.00,2011
15442,Boyacá,Maripí,0,82,0.00,2011
15455,Boyacá,Miraflores,0,111,0.00,2011
15466,Boyacá,Monguí,0,67,0.00,2011
15476,Boyacá,Motavita,0,80,0.00,2011
15480,Boyacá,Muzo,0,94,0.00,2011
15491,Boyacá,Nobsa,0,181,0.00,2011
15494,Boyacá,Nuevo Colón,0,73,0.00,2011
15500,Boyacá,Oicatá,0,22,0.00,2011
15507,Boyacá,Otanche,1,109,917.43,2011
15511,Boyacá,Pachavita,0,27,0.00,2011
15514,Boyacá,Páez,0,28,0.00,2011
15518,Boyacá,Pajarito,0,26,0.00,2011
15522,Boyacá,Panqueba,0,14,0.00,2011
15531,Boyacá,Pauna,0,98,0.00,2011
15533,Boyacá,Paya,0,28,0.00,2011
15537,Boyacá,Paz de Río,0,52,0.00,2011
15542,Boyacá,Pesca,0,96,0.00,2011
15550,Boyacá,Pisba,0,21,0.00,2011
15580,Boyacá,Quípama,0,45,0.00,2011
15599,Boyacá,Ramiriquí,0,167,0.00,2011
15600,Boyacá,Ráquira,0,103,0.00,2011
15621,Boyacá,Rondón,0,17,0.00,2011
15632,Boyacá,Saboyá,0,175,0.00,2011
15638,Boyacá,Sáchica,0,69,0.00,2011
15646,Boyacá,Samacá,0,384,0.00,2011
15660,Boyacá,San Eduardo,0,21,0.00,2011
15664,Boyacá,San José de Pare,0,52,0.00,2011
15667,Boyacá,San Luis de Gaceno,0,73,0.00,2011
15673,Boyacá,San Mateo,0,43,0.00,2011
15676,Boyacá,San Miguel de Sema,0,39,0.00,2011
15681,Boyacá,San Pablo de Borbur,0,85,0.00,2011
15686,Boyacá,Santana,0,101,0.00,2011
15690,Boyacá,Santa María,0,48,0.00,2011
15696,Boyacá,Santa Sofía,0,41,0.00,2011
15720,Boyacá,Sativanorte,0,20,0.00,2011
15723,Boyacá,Sativasur,0,11,0.00,2011
15740,Boyacá,Siachoque,0,167,0.00,2011
15753,Boyacá,Soatá,0,92,0.00,2011
15755,Boyacá,Socotá,0,173,0.00,2011
15761,Boyacá,Somondoco,0,34,0.00,2011
15762,Boyacá,Sora,0,58,0.00,2011
15763,Boyacá,Sotaquirá,0,103,0.00,2011
15764,Boyacá,Soracá,0,109,0.00,2011
15774,Boyacá,Susacón,0,35,0.00,2011
15776,Boyacá,Sutamarchán,0,84,0.00,2011
15778,Boyacá,Sutatenza,0,30,0.00,2011
15790,Boyacá,Tasco,0,106,0.00,2011
15798,Boyacá,Tenza,0,38,0.00,2011
15804,Boyacá,Tibaná,0,114,0.00,2011
15808,Boyacá,Tinjacá,0,28,0.00,2011
15810,Boyacá,Tipacoque,0,38,0.00,2011
15814,Boyacá,Toca,0,179,0.00,2011
15816,Boyacá,Togüí,0,65,0.00,2011
15822,Boyacá,Tota,0,90,0.00,2011
15832,Boyacá,Tununguá,0,21,0.00,2011
15835,Boyacá,Turmequé,0,80,0.00,2011
15837,Boyacá,Tuta,0,105,0.00,2011
15839,Boyacá,Tutazá,0,30,0.00,2011
15842,Boyacá,Umbita,0,97,0.00,2011
15861,Boyacá,Ventaquemada,0,242,0.00,2011
15879,Boyacá,Viracachá,0,40,0.00,2011
17042,Caldas,Anserma,0,397,0.00,2011
17050,Caldas,Aranzazu,0,172,0.00,2011
17088,Caldas,Belalcázar,0,171,0.00,2011
17174,Caldas,Chinchiná,2,667,299.85,2011
17272,Caldas,Filadelfia,0,115,0.00,2011
17388,Caldas,La Merced,0,65,0.00,2011
17442,Caldas,Marmato,0,137,0.00,2011
17446,Caldas,Marulanda,0,27,0.00,2011
17486,Caldas,Neira,1,232,431.03,2011
17495,Caldas,Norcasia,0,113,0.00,2011
17513,Caldas,Pácora,0,148,0.00,2011
17524,Caldas,Palestina,0,225,0.00,2011
17541,Caldas,Pensilvania,0,235,0.00,2011
17614,Caldas,Riosucio,1,610,163.93,2011
17616,Caldas,Risaralda,0,119,0.00,2011
17653,Caldas,Salamina,0,202,0.00,2011
17665,Caldas,San José,0,63,0.00,2011
17867,Caldas,Victoria,0,112,0.00,2011
17877,Caldas,Viterbo,0,156,0.00,2011
18029,Caquetá,Albania,0,73,0.00,2011
18094,Caquetá,Belén de Los Andaquies,0,163,0.00,2011
18256,Caquetá,El Paujil,1,237,421.94,2011
18460,Caquetá,Milán,0,141,0.00,2011
18610,Caquetá,San José del Fragua,0,223,0.00,2011
18756,Caquetá,Solano,1,143,699.30,2011
18785,Caquetá,Solita,0,160,0.00,2011
18860,Caquetá,Valparaíso,0,112,0.00,2011
19050,Cauca,Argelia,0,373,0.00,2011
19100,Cauca,Bolívar,0,476,0.00,2011
19110,Cauca,Buenos Aires,1,355,281.69,2011
19130,Cauca,Cajibío,0,510,0.00,2011
19137,Cauca,Caldono,4,351,1139.60,2011
19212,Cauca,Corinto,0,404,0.00,2011
19355,Cauca,Inzá,0,383,0.00,2011
19397,Cauca,La Vega,1,278,359.71,2011
19450,Cauca,Mercaderes,0,187,0.00,2011
19455,Cauca,Miranda,0,369,0.00,2011
19473,Cauca,Morales,0,285,0.00,2011
19533,Cauca,Piamonte,0,83,0.00,2011
19548,Cauca,Piendamó,1,507,197.24,2011
19585,Cauca,Puracé,0,183,0.00,2011
19622,Cauca,Rosas,0,122,0.00,2011
19693,Cauca,San Sebastián,0,133,0.00,2011
19698,Cauca,Santander de Quilichao,3,1392,215.52,2011
19701,Cauca,Santa Rosa,0,63,0.00,2011
19760,Cauca,Sotara,0,97,0.00,2011
19807,Cauca,Timbío,0,424,0.00,2011
19824,Cauca,Totoró,0,287,0.00,2011
19845,Cauca,Villa Rica,1,215,465.12,2011
20032,Cesar,Astrea,0,350,0.00,2011
20045,Cesar,Becerril,0,335,0.00,2011
20060,Cesar,Bosconia,0,825,0.00,2011
20175,Cesar,Chimichagua,0,554,0.00,2011
20178,Cesar,Chiriguaná,1,518,193.05,2011
20238,Cesar,El Copey,1,532,187.97,2011
20250,Cesar,El Paso,0,586,0.00,2011
20310,Cesar,González,0,35,0.00,2011
20517,Cesar,Pailitas,0,329,0.00,2011
20550,Cesar,Pelaya,0,364,0.00,2011
20614,Cesar,Río de Oro,0,190,0.00,2011
20710,Cesar,San Alberto,0,550,0.00,2011
20750,Cesar,San Diego,0,314,0.00,2011
20770,Cesar,San Martín,1,328,304.88,2011
20787,Cesar,Tamalameque,0,208,0.00,2011
23068,Córdoba ,Ayapel,2,816,245.10,2011
23079,Córdoba ,Buenavista,0,283,0.00,2011
23090,Córdoba ,Canalete,2,326,613.50,2011
23168,Córdoba ,Chimá,0,123,0.00,2011
23182,Córdoba ,Chinú,0,615,0.00,2011
23350,Córdoba ,La Apartada,0,222,0.00,2011
23464,Córdoba ,Momil,0,219,0.00,2011
23555,Córdoba ,Planeta Rica,1,1104,90.58,2011
23570,Córdoba ,Pueblo Nuevo,0,405,0.00,2011
23574,Córdoba ,Puerto Escondido,0,318,0.00,2011
23586,Córdoba ,Purísima,0,201,0.00,2011
23670,Córdoba ,San Andrés Sotavento,1,879,113.77,2011
23675,Córdoba ,San Bernardo del Viento,0,473,0.00,2011
23678,Córdoba ,San Carlos,0,242,0.00,2011
23686,Córdoba ,San Pelayo,0,416,0.00,2011
25001,Cundinamarca,Agua de Dios,0,101,0.00,2011
25019,Cundinamarca,Albán,0,75,0.00,2011
25035,Cundinamarca,Anapoima,0,144,0.00,2011
25040,Cundinamarca,Anolaima,1,126,793.65,2011
25053,Cundinamarca,Arbeláez,0,142,0.00,2011
25086,Cundinamarca,Beltrán,0,19,0.00,2011
25095,Cundinamarca,Bituima,0,14,0.00,2011
25099,Cundinamarca,Bojacá,0,103,0.00,2011
25123,Cundinamarca,Cachipay,0,100,0.00,2011
25151,Cundinamarca,Caqueza,0,247,0.00,2011
25154,Cundinamarca,Carmen de Carupa,0,105,0.00,2011
25168,Cundinamarca,Chaguaní,0,28,0.00,2011
25178,Cundinamarca,Chipaque,0,114,0.00,2011
25181,Cundinamarca,Choachí,0,113,0.00,2011
25183,Cundinamarca,Chocontá,0,426,0.00,2011
25200,Cundinamarca,Cogua,0,267,0.00,2011
25224,Cundinamarca,Cucunubá,0,106,0.00,2011
25245,Cundinamarca,El Colegio,0,215,0.00,2011
25258,Cundinamarca,El Peñón,0,41,0.00,2011
25279,Cundinamarca,Fomeque,0,119,0.00,2011
25281,Cundinamarca,Fosca,0,108,0.00,2011
25286,Cundinamarca,Funza,0,968,0.00,2011
25288,Cundinamarca,Fúquene,0,38,0.00,2011
25293,Cundinamarca,Gachala,0,38,0.00,2011
25295,Cundinamarca,Gachancipá,0,181,0.00,2011
25297,Cundinamarca,Gachetá,0,123,0.00,2011
25299,Cundinamarca,Gama,0,34,0.00,2011
25312,Cundinamarca,Granada,0,116,0.00,2011
25317,Cundinamarca,Guachetá,0,258,0.00,2011
25320,Cundinamarca,Guaduas,0,337,0.00,2011
25322,Cundinamarca,Guasca,0,161,0.00,2011
25324,Cundinamarca,Guataquí,0,26,0.00,2011
25326,Cundinamarca,Guatavita,0,87,0.00,2011
25328,Cundinamarca,Guayabal de Siquima,0,44,0.00,2011
25335,Cundinamarca,Guayabetal,0,101,0.00,2011
25339,Cundinamarca,Gutiérrez,0,46,0.00,2011
25368,Cundinamarca,Jerusalén,0,33,0.00,2011
25377,Cundinamarca,La Calera,1,325,307.69,2011
25386,Cundinamarca,La Mesa,0,384,0.00,2011
25394,Cundinamarca,La Palma,0,77,0.00,2011
25398,Cundinamarca,La Peña,0,57,0.00,2011
25407,Cundinamarca,Lenguazaque,0,154,0.00,2011
25426,Cundinamarca,Macheta,0,54,0.00,2011
25436,Cundinamarca,Manta,0,23,0.00,2011
25483,Cundinamarca,Nariño,0,28,0.00,2011
25486,Cundinamarca,Nemocón,0,191,0.00,2011
25489,Cundinamarca,Nimaima,0,32,0.00,2011
25491,Cundinamarca,Nocaima,0,62,0.00,2011
25506,Cundinamarca,Venecia,0,54,0.00,2011
25513,Cundinamarca,Pacho,0,342,0.00,2011
25518,Cundinamarca,Paime,0,23,0.00,2011
25524,Cundinamarca,Pandi,0,47,0.00,2011
25530,Cundinamarca,Paratebueno,0,133,0.00,2011
25580,Cundinamarca,Pulí,0,15,0.00,2011
25592,Cundinamarca,Quebradanegra,0,26,0.00,2011
25594,Cundinamarca,Quetame,0,78,0.00,2011
25599,Cundinamarca,Apulo,0,83,0.00,2011
25645,Cundinamarca,San Antonio del Tequendama,0,99,0.00,2011
25649,Cundinamarca,San Bernardo,0,142,0.00,2011
25653,Cundinamarca,San Cayetano,0,55,0.00,2011
25658,Cundinamarca,San Francisco,0,107,0.00,2011
25662,Cundinamarca,San Juan de Río Seco,1,106,943.40,2011
25718,Cundinamarca,Sasaima,0,111,0.00,2011
25736,Cundinamarca,Sesquilé,0,134,0.00,2011
25740,Cundinamarca,Sibaté,0,459,0.00,2011
25743,Cundinamarca,Silvania,1,290,344.83,2011
25745,Cundinamarca,Simijaca,0,156,0.00,2011
25758,Cundinamarca,Sopó,0,274,0.00,2011
25777,Cundinamarca,Supatá,0,30,0.00,2011
25779,Cundinamarca,Susa,0,66,0.00,2011
25781,Cundinamarca,Sutatausa,0,90,0.00,2011
25785,Cundinamarca,Tabio,0,277,0.00,2011
25797,Cundinamarca,Tena,0,73,0.00,2011
25805,Cundinamarca,Tibacuy,0,42,0.00,2011
25807,Cundinamarca,Tibirita,0,19,0.00,2011
25815,Cundinamarca,Tocaima,0,171,0.00,2011
25817,Cundinamarca,Tocancipá,0,444,0.00,2011
25823,Cundinamarca,Topaipí,0,24,0.00,2011
25851,Cundinamarca,Útica,0,45,0.00,2011
25862,Cundinamarca,Vergara,0,57,0.00,2011
25871,Cundinamarca,Villagómez,0,14,0.00,2011
25873,Cundinamarca,Villapinzón,0,196,0.00,2011
25875,Cundinamarca,Villeta,0,367,0.00,2011
25878,Cundinamarca,Viotá,1,164,609.76,2011
25898,Cundinamarca,Zipacón,0,46,0.00,2011
27006,Chocó,Acandí,0,191,0.00,2011
27025,Chocó,Alto Baudo,0,47,0.00,2011
27075,Chocó,Bahía Solano,1,111,900.90,2011
27077,Chocó,Bajo Baudó,1,73,1369.86,2011
27099,Chocó,Bojaya,0,70,0.00,2011
27135,Chocó,El Cantón del San Pablo,0,73,0.00,2011
27150,Chocó,Carmen del Darien,0,69,0.00,2011
27160,Chocó,Cértegui,0,55,0.00,2011
27245,Chocó,El Carmen de Atrato,0,72,0.00,2011
27372,Chocó,Juradó,0,20,0.00,2011
27413,Chocó,Lloró,0,126,0.00,2011
27495,Chocó,Nuquí,0,99,0.00,2011
27580,Chocó,Río Iro,1,50,2000.00,2011
27600,Chocó,Río Quito,1,71,1408.45,2011
27660,Chocó,San José del Palmar,1,92,1086.96,2011
27745,Chocó,Sipí,0,61,0.00,2011
27787,Chocó,Tadó,2,308,649.35,2011
27800,Chocó,Unguía,0,146,0.00,2011
27810,Chocó,Unión Panamericana,0,67,0.00,2011
41013,Huila,Agrado,0,173,0.00,2011
41020,Huila,Algeciras,0,401,0.00,2011
41026,Huila,Altamira,0,49,0.00,2011
41206,Huila,Colombia,0,103,0.00,2011
41244,Huila,Elías,0,50,0.00,2011
41306,Huila,Gigante,1,379,263.85,2011
41319,Huila,Guadalupe,1,335,298.51,2011
41378,Huila,La Argentina,0,260,0.00,2011
41483,Huila,Nátaga,0,102,0.00,2011
41503,Huila,Oporapa,0,276,0.00,2011
41518,Huila,Paicol,0,82,0.00,2011
41524,Huila,Palermo,0,361,0.00,2011
41530,Huila,Palestina,0,238,0.00,2011
41548,Huila,Pital,0,258,0.00,2011
41551,Huila,Pitalito,3,2524,118.86,2011
41615,Huila,Rivera,0,312,0.00,2011
41660,Huila,Saladoblanco,0,229,0.00,2011
41797,Huila,Tesalia,1,197,507.61,2011
41799,Huila,Tello,0,187,0.00,2011
41801,Huila,Teruel,0,149,0.00,2011
41807,Huila,Timaná,0,301,0.00,2011
41872,Huila,Villavieja,0,114,0.00,2011
41885,Huila,Yaguará,0,109,0.00,2011
44078,La Guajira,Barrancas,0,376,0.00,2011
44098,La Guajira,Distracción,0,169,0.00,2011
44110,La Guajira,El Molino,0,104,0.00,2011
44279,La Guajira,Fonseca,0,680,0.00,2011
44378,La Guajira,Hatonuevo,0,256,0.00,2011
44420,La Guajira,La Jagua del Pilar,0,36,0.00,2011
44874,La Guajira,Villanueva,1,350,285.71,2011
47030,Magdalena,Algarrobo,3,262,1145.04,2011
47161,Magdalena,Cerro San Antonio,0,152,0.00,2011
47205,Magdalena,Concordia,0,151,0.00,2011
47258,Magdalena,El Piñon,0,308,0.00,2011
47460,Magdalena,Nueva Granada,0,399,0.00,2011
47541,Magdalena,Pedraza,0,99,0.00,2011
47605,Magdalena,Remolino,0,57,0.00,2011
47660,Magdalena,Sabanas de San Angel,0,143,0.00,2011
47675,Magdalena,Salamina,0,117,0.00,2011
47692,Magdalena,San Sebastián de Buenavista,0,304,0.00,2011
47703,Magdalena,San Zenón,0,142,0.00,2011
47707,Magdalena,Santa Ana,0,383,0.00,2011
47720,Magdalena,Santa Bárbara de Pinto,0,144,0.00,2011
47745,Magdalena,Sitionuevo,0,227,0.00,2011
50110,Meta,Barranca de Upía,0,94,0.00,2011
50124,Meta,Cabuyaro,0,66,0.00,2011
50223,Meta,Cubarral,0,62,0.00,2011
50226,Meta,Cumaral,1,308,324.68,2011
50245,Meta,El Calvario,0,18,0.00,2011
50251,Meta,El Castillo,0,104,0.00,2011
50270,Meta,El Dorado,0,43,0.00,2011
50318,Meta,Guamal,1,168,595.24,2011
50330,Meta,Mesetas,0,142,0.00,2011
50400,Meta,Lejanías,0,133,0.00,2011
50450,Meta,Puerto Concordia,0,123,0.00,2011
50568,Meta,Puerto Gaitán,1,481,207.90,2011
50573,Meta,Puerto López,0,548,0.00,2011
50590,Meta,Puerto Rico,0,156,0.00,2011
50606,Meta,Restrepo,0,185,0.00,2011
50680,Meta,San Carlos de Guaroa,1,171,584.80,2011
50686,Meta,San Juanito,0,33,0.00,2011
